WMU,Year,Active Hunters,Antlered Harvest,Antlerless Harvest,Total Harvest
15B  ,2023,163,1,0,1
15B  ,2024,179,5,1,6
16A,2009,11,0,0,0
16A,2010,6,0,0,0
16A,2011,6,2,0,2
16A,2012,0,0,0,0
16A,2013,18,0,0,0
16A,2014,0,0,0,0
16A,2015,20,0,0,0
16A,2016,18,0,0,0
16A,2017,3,0,0,0
16A,2018,18,0,0,0
16A  ,2019,16,1,0,1
16A  ,2020,21,1,0,1
16A  ,2021,16,0,0,0
16A  ,2022,11,0,0,0
16A  ,2023,15,1,0,1
16A  ,2024,12,NULL,NULL,NULL
16B,2009,24,16,0,16
16B,2010,12,0,0,0
16B,2011,13,0,0,0
16B,2012,3,0,0,0
16B,2013,22,4,0,4
16B,2014,0,0,0,0
16B,2015,7,0,0,0
16B,2016,11,0,0,0
16B,2017,37,0,0,0
16B,2018,37,0,0,0
16B  ,2019,12,1,0,1
16B  ,2020,21,1,0,1
16B  ,2021,16,0,0,0
16B  ,2022,11,1,0,1
16B  ,2023,12,0,0,0
16B  ,2024,11,1,0,1
16C,2009,22,0,0,0
16C,2010,0,0,0,0
16C,2011,6,0,0,0
16C,2012,0,0,0,0
16C,2013,4,0,0,0
16C,2014,0,0,0,0
16C,2015,0,0,0,0
16C,2016,4,0,0,0
16C,2017,0,0,0,0
16C,2018,2,0,0,0
16C  ,2019,2,0,0,0
16C  ,2020,6,0,0,0
16C  ,2021,5,0,0,0
16C  ,2022,8,0,0,0
16C  ,2023,1,0,0,0
16C  ,2024,3,NULL,NULL,NULL
18A,2009,38,0,0,0
18A,2010,22,0,0,0
18A,2011,21,0,0,0
18A,2012,29,0,0,0
18A,2013,42,0,0,0
18A,2014,7,0,0,0
18A,2015,29,23,0,23
18A,2016,99,0,0,0
18A,2017,17,3,0,3
18A,2018,69,5,0,5
18A  ,2019,30,4,0,4
18A  ,2020,27,1,0,1
18A  ,2021,16,1,0,1
18A  ,2022,26,0,0,0
18A  ,2023,26,2,0,2
18A  ,2024,24,1,0,1
18B,2009,0,0,0,0
18B,2010,0,0,0,0
18B,2011,0,0,0,0
18B,2012,0,0,0,0
18B,2013,6,0,0,0
18B,2014,0,0,0,0
18B,2015,0,0,0,0
18B,2016,0,2,0,2
18B,2017,0,0,0,0
18B,2018,11,0,0,0
18B  ,2019,5,0,0,0
18B  ,2020,5,0,0,0
18B  ,2021,9,1,0,1
18B  ,2022,12,1,0,1
18B  ,2023,2,0,0,0
18B  ,2024,7,NULL,NULL,NULL
21A,2008,264,16,14,30
21A,2009,346,2,9,11
21A,2010,311,17,6,23
21A,2011,244,2,5,7
21A,2012,293,5,12,17
21A,2013,285,3,18,21
21A,2014,220,3,0,3
21A,2015,248,30,0,30
21A,2016,151,4,3,7
21A,2017,214,0,0,0
21A,2018,251,0,0,0
21A  ,2019,108,8,1,9
21A  ,2020,103,2,0,2
21A  ,2021,87,5,0,5
21A  ,2022,74,3,1,4
21A  ,2023,74,3,0,3
21A  ,2024,132,7,0,7
21B,2009,38,0,0,0
21B,2010,83,0,0,0
21B,2011,33,0,0,0
21B,2012,70,0,0,0
21B,2013,8,0,0,0
21B,2014,0,0,0,0
21B,2015,123,0,0,0
21B,2016,60,0,0,0
21B,2017,51,17,0,17
21B,2018,35,0,0,0
21B  ,2019,25,2,0,2
21B  ,2020,28,1,0,1
21B  ,2021,29,2,0,2
21B  ,2022,29,1,0,1
21B  ,2023,24,4,0,4
21B  ,2024,36,3,1,4
43A,2008,1446,269,238,507
43A,2009,1184,244,192,436
43A,2010,1209,276,169,445
43A,2011,1107,147,145,292
43A,2012,1117,221,125,346
43A,2013,1240,274,139,413
43A,2014,1016,241,51,292
43A,2015,983,190,98,288
43A,2016,1255,198,118,316
43A,2017,1165,240,134,374
43A,2018,998,146,185,331
43A  ,2019,1015,104,72,176
43A  ,2020,943,95,101,196
43A  ,2021,1002,136,70,206
43A  ,2022,922,162,105,267
43A  ,2023,967,169,107,276
43A  ,2024,914,162,84,246
43B,2008,6218,1499,2236,3735
43B,2009,6172,1267,1571,2838
43B,2010,6086,1314,1280,2594
43B,2011,6181,1424,1267,2691
43B,2012,5963,1550,1318,2868
43B,2013,6081,1715,1195,2910
43B,2014,5618,1226,1245,2471
43B,2015,6507,1552,1447,2999
43B,2016,6131,1785,1350,3135
43B,2017,6472,1779,1747,3526
43B,2018,7185,1448,2332,3780
43B  ,2019,6688,1053,1080,2133
43B  ,2020,6433,868,1173,2041
43B  ,2021,6442,1209,1097,2306
43B  ,2022,6232,1334,1349,2683
43B  ,2023,6313,1375,1385,2760
43B  ,2024,6248,1441,1376,2817
53A,2008,3118,537,464,1001
53A,2009,3137,448,350,798
53A,2010,2938,498,294,792
53A,2011,2995,326,351,677
53A,2012,2584,528,393,921
53A,2013,3088,647,507,1154
53A,2014,2705,405,114,519
53A,2015,2511,370,96,466
53A,2016,3074,361,130,491
53A,2017,2470,285,113,398
53A,2018,2401,242,114,356
53A  ,2019,2409,315,120,435
53A  ,2020,2434,327,117,444
53A  ,2021,2416,370,99,469
53A  ,2022,2370,495,131,626
53A  ,2023,2555,478,157,635
53A  ,2024,2686,529,203,732
53B,2008,206,32,22,54
53B,2009,137,23,22,45
53B,2010,219,22,41,63
53B,2011,213,27,58,85
53B,2012,278,63,45,108
53B,2013,218,58,32,90
53B,2014,202,29,25,54
53B,2015,238,19,28,47
53B,2016,159,26,22,48
53B,2017,197,61,18,79
53B,2018,232,32,21,53
53B  ,2019,244,27,12,39
53B  ,2020,265,42,19,61
53B  ,2021,257,57,19,76
53B  ,2022,266,77,15,92
53B  ,2023,300,61,21,82
53B  ,2024,257,62,17,79
55A,2008,1437,227,128,355
55A,2009,1453,165,189,354
55A,2010,1446,109,188,297
55A,2011,1550,225,152,377
55A,2012,1506,202,167,369
55A,2013,1345,172,195,367
55A,2014,1306,62,110,172
55A,2015,1565,93,97,190
55A,2016,1407,135,120,255
55A,2017,1324,75,114,189
55A,2018,1231,103,83,186
55A  ,2019,1234,99,84,183
55A  ,2020,1194,59,67,126
55A  ,2021,1122,91,75,166
55A  ,2022,1137,137,76,213
55A  ,2023,1167,137,68,205
55A  ,2024,1133,170,60,230
55B,2008,2371,544,230,774
55B,2009,2540,396,176,572
55B,2010,2269,395,205,600
55B,2011,2353,397,230,627
55B,2012,2292,312,283,595
55B,2013,2612,564,243,807
55B,2014,2254,401,264,665
55B,2015,2258,304,199,503
55B,2016,2721,510,209,719
55B,2017,2625,391,231,622
55B,2018,2652,499,200,699
55B  ,2019,2430,365,220,585
55B  ,2020,2347,333,208,541
55B  ,2021,2425,264,140,404
55B  ,2022,2245,349,131,480
55B  ,2023,2283,417,159,576
55B  ,2024,2404,483,143,626
63A,2008,6614,1020,1183,2203
63A,2009,6015,580,707,1287
63A,2010,5431,589,190,779
63A,2011,5785,791,603,1394
63A,2012,5535,1056,658,1714
63A,2013,5793,1009,730,1739
63A,2014,5684,608,519,1127
63A,2015,5319,722,609,1331
63A,2016,5880,1006,453,1459
63A,2017,6497,897,399,1296
63A,2018,6032,748,509,1257
63A  ,2019,5831,621,374,995
63A  ,2020,5320,564,351,915
63A  ,2021,5543,573,367,940
63A  ,2022,5266,791,370,1161
63A  ,2023,5226,728,336,1064
63A  ,2024,5322,790,344,1134
63B,2008,1604,416,378,794
63B,2009,1870,317,210,527
63B,2010,1987,356,156,512
63B,2011,1680,358,251,609
63B,2012,1721,417,213,630
63B,2013,1619,421,221,642
63B,2014,1856,295,175,470
63B,2015,1556,203,162,365
63B,2016,2024,336,170,506
63B,2017,2089,380,179,559
63B,2018,1818,379,208,587
63B  ,2019,2029,419,176,595
63B  ,2020,1929,348,152,500
63B  ,2021,1929,380,145,525
63B  ,2022,1824,447,137,584
63B  ,2023,1802,442,125,567
63B  ,2024,1889,355,257,612
64A,2008,3176,670,623,1293
64A,2009,3258,574,344,918
64A,2010,2991,767,250,1017
64A,2011,2745,619,411,1030
64A,2012,2865,602,490,1092
64A,2013,3277,1061,527,1588
64A,2014,3520,891,400,1291
64A,2015,2802,562,390,952
64A,2016,3285,834,358,1192
64A,2017,3215,800,411,1211
64A,2018,2994,585,385,970
64A  ,2019,3218,690,359,1049
64A  ,2020,3330,618,317,935
64A  ,2021,3155,634,277,911
64A  ,2022,3117,702,373,1075
64A  ,2023,3130,626,343,969
64A  ,2024,3177,718,413,1131
64B,2008,1369,287,238,525
64B,2009,1222,277,110,387
64B,2010,1206,225,52,277
64B,2011,1195,352,117,469
64B,2012,1192,341,71,412
64B,2013,1354,433,72,505
64B,2014,1113,259,58,317
64B,2015,1144,206,68,274
64B,2016,1463,439,73,512
64B,2017,1356,251,53,304
64B,2018,1168,308,68,376
64B  ,2019,1129,249,59,308
64B  ,2020,1181,236,45,281
64B  ,2021,1111,232,53,285
64B  ,2022,1025,251,60,311
64B  ,2023,1049,244,46,290
64B  ,2024,1034,235,89,324
66A,2008,2512,451,441,892
66A,2009,2370,303,403,706
66A,2010,2161,379,159,538
66A,2011,2074,543,163,706
66A,2012,1903,325,246,571
66A,2013,2165,446,225,671
66A,2014,1956,295,168,463
66A,2015,1854,284,154,438
66A,2016,2103,500,147,647
66A,2017,2075,468,133,601
66A,2018,2357,348,141,489
66A  ,2019,1973,365,117,482
66A  ,2020,2036,314,125,439
66A  ,2021,2085,376,126,502
66A  ,2022,1963,442,96,538
66A  ,2023,1962,341,64,405
66A  ,2024,2003,402,51,453
66B,2008,68,0,0,0
66B,2009,14,2,0,2
66B,2010,31,3,0,3
66B,2011,27,0,0,0
66B,2012,23,0,0,0
66B,2013,44,0,0,0
66B,2014,14,0,0,0
66B,2015,64,8,2,10
66B,2016,44,12,0,12
66B,2017,108,3,0,3
66B,2018,50,0,0,0
66B  ,2019,74,10,0,10
66B  ,2020,103,6,2,8
66B  ,2021,82,6,1,7
66B  ,2022,90,11,1,12
66B  ,2023,79,10,0,10
66B  ,2024,81,6,2,8
68A,2008,1654,356,185,541
68A,2009,1261,139,124,263
68A,2010,1321,197,78,275
68A,2011,1725,260,108,368
68A,2012,1137,225,93,318
68A,2013,1453,296,84,380
68A,2014,1287,206,60,266
68A,2015,1205,182,71,253
68A,2016,1579,311,94,405
68A,2017,1467,302,63,365
68A,2018,1606,277,92,369
68A  ,2019,1368,259,83,342
68A  ,2020,1355,238,76,314
68A  ,2021,1313,216,89,305
68A  ,2022,1280,307,72,379
68A  ,2023,1350,264,75,339
68A  ,2024,1388,285,84,369
68B,2008,2203,312,258,570
68B,2009,2061,230,233,463
68B,2010,1948,218,119,337
68B,2011,2262,332,142,474
68B,2012,2198,356,122,478
68B,2013,2183,396,117,513
68B,2014,2233,205,138,343
68B,2015,2098,394,134,528
68B,2016,2527,477,124,601
68B,2017,2323,401,139,540
68B,2018,2776,613,112,725
68B  ,2019,2270,426,143,569
68B  ,2020,2466,429,98,527
68B  ,2021,2373,408,108,516
68B  ,2022,2250,452,100,552
68B  ,2023,2324,397,88,485
68B  ,2024,2389,479,100,579
69A,2008,1943,271,323,594
69A,2009,1653,340,257,597
69A,2010,1612,219,202,421
69A,2011,1510,226,195,421
69A,2012,1569,311,160,471
69A,2013,1557,309,191,500
69A,2014,1634,212,192,404
69A,2015,1299,262,186,448
69A,2016,1621,208,273,481
69A,2017,1424,232,230,462
69A,2018,1853,417,255,672
69A  ,2019,1586,447,252,699
69A  ,2020,1644,483,245,728
69A  ,2021,1562,452,259,711
69A  ,2022,1526,459,260,719
69A  ,2023,1528,421,229,650
69A  ,2024,1443,462,227,689
69B,2008,334,64,53,117
69B,2009,335,27,46,73
69B,2010,391,126,33,159
69B,2011,383,110,45,155
69B,2012,392,69,60,129
69B,2013,353,94,101,195
69B,2014,300,107,70,177
69B,2015,317,79,71,150
69B,2016,397,57,65,122
69B,2017,412,99,48,147
69B,2018,412,131,58,189
69B  ,2019,323,80,45,125
69B  ,2020,356,94,48,142
69B  ,2021,374,90,60,150
69B  ,2022,322,102,37,139
69B  ,2023,349,95,52,147
69B  ,2024,344,94,46,140
72A,2008,1163,226,124,350
72A,2009,1426,270,145,415
72A,2010,1267,166,105,271
72A,2011,1247,164,122,286
72A,2012,1114,225,85,310
72A,2013,1284,343,149,492
72A,2014,1101,146,88,234
72A,2015,1390,230,103,333
72A,2016,1617,235,98,333
72A,2017,1337,221,70,291
72A,2018,1409,197,70,267
72A  ,2019,1237,216,72,288
72A  ,2020,1429,225,78,303
72A  ,2021,1439,261,78,339
72A  ,2022,1311,284,58,342
72A  ,2023,1346,238,59,297
72A  ,2024,1316,257,53,310
72B,2008,118,8,5,13
72B,2009,75,16,5,21
72B,2010,115,8,0,8
72B,2011,89,0,0,0
72B,2012,90,3,3,6
72B,2013,46,0,0,0
72B,2014,70,0,4,4
72B,2015,70,7,0,7
72B,2016,141,16,4,20
72B,2017,123,8,11,19
72B,2018,110,12,7,19
72B  ,2019,120,14,3,17
72B  ,2020,166,23,8,31
72B  ,2021,146,22,6,28
72B  ,2022,136,28,4,32
72B  ,2023,154,23,3,26
72B  ,2024,151,25,6,31
74A,2008,658,80,140,220
74A,2009,767,113,118,231
74A,2010,623,54,92,146
74A,2011,776,133,64,197
74A,2012,459,87,66,153
74A,2013,663,63,76,139
74A,2014,536,60,58,118
74A,2015,539,165,64,229
74A,2016,663,144,36,180
74A,2017,582,80,55,135
74A,2018,608,99,67,166
74A  ,2019,660,110,51,161
74A  ,2020,700,90,60,150
74A  ,2021,669,96,42,138
74A  ,2022,642,102,43,145
74A  ,2023,640,106,29,135
74A  ,2024,677,134,32,166
74B,2008,1117,258,200,458
74B,2009,970,162,173,335
74B,2010,1078,143,182,325
74B,2011,925,164,160,324
74B,2012,1059,140,166,306
74B,2013,1167,220,207,427
74B,2014,936,115,111,226
74B,2015,1025,114,123,237
74B,2016,1117,324,81,405
74B,2017,1062,209,79,288
74B,2018,1131,138,75,213
74B  ,2019,977,172,119,291
74B  ,2020,1040,188,84,272
74B  ,2021,1027,170,84,254
74B  ,2022,923,186,58,244
74B  ,2023,983,162,62,224
74B  ,2024,1005,170,63,233
77A  ,2019,140,21,4,25
77A  ,2020,83,9,2,11
77A  ,2021,119,19,4,23
77A  ,2022,134,21,3,24
77A  ,2023,109,21,3,24
77A  ,2024,124,13,2,15
82A,2008,6403,1681,2034,3715
82A,2009,6697,1521,1596,3117
82A,2010,6496,1124,1587,2711
82A,2011,5953,1081,1555,2636
82A,2012,5866,1191,1592,2783
82A,2013,6750,1864,1706,3570
82A,2014,5846,1081,1220,2301
82A,2015,6570,1374,1047,2421
82A,2016,7206,1476,1088,2564
82A,2017,7229,1377,1214,2591
82A,2018,6549,1404,1250,2654
82A  ,2019,7394,1505,1029,2534
82A  ,2020,7414,1421,1134,2555
82A  ,2021,7268,1288,991,2279
82A  ,2022,7093,1397,913,2310
82A  ,2023,6960,1209,731,1940
82A  ,2024,6759,1194,570,1764
82B,2008,918,221,247,468
82B,2009,1092,185,233,418
82B,2010,929,197,159,356
82B,2011,962,173,105,278
82B,2012,877,303,121,424
82B,2013,986,212,147,359
82B,2014,947,163,66,229
82B,2015,839,183,98,281
82B,2016,1024,263,139,402
82B,2017,975,203,138,341
82B,2018,1093,170,121,291
82B  ,2019,1134,189,103,292
82B  ,2020,1158,204,120,324
82B  ,2021,1054,198,107,305
82B  ,2022,1046,195,83,278
82B  ,2023,1015,175,90,265
82B  ,2024,1023,166,46,212
82C  ,2019,66,10,1,11
82C  ,2020,26,4,0,4
82C  ,2021,30,2,0,2
82C  ,2022,34,10,0,10
82C  ,2023,24,9,1,10
82C  ,2024,30,5,1,6
83A,2008,1127,116,94,210
83A,2009,1109,80,68,148
83A,2010,971,73,45,118
83A,2011,1030,97,52,149
83A,2012,773,98,30,128
83A,2013,902,198,41,239
83A,2014,925,56,21,77
83A,2015,788,56,28,84
83A,2016,911,123,26,149
83A,2017,929,132,19,151
83A,2018,781,90,25,115
83A  ,2019,837,66,19,85
83A  ,2020,837,75,18,93
83A  ,2021,820,87,21,108
83A  ,2022,793,113,23,136
83A  ,2023,803,91,20,111
83A  ,2024,802,122,21,143
83B  ,2019,73,14,58,72
83B  ,2020,72,21,48,69
83B  ,2021,71,20,53,73
83B  ,2022,55,15,46,61
83B  ,2023,60,18,55,73
83B  ,2024,43,12,37,49
83C  ,2019,6,1,0,1
83C  ,2020,12,2,0,2
83C  ,2021,5,1,0,1
83C  ,2022,18,5,0,5
83C  ,2023,16,0,0,0
83C  ,2024,23,3,0,3
93C  ,2019,52,4,0,4
93C  ,2020,51,12,0,12
93C  ,2021,35,11,0,11
93C  ,2022,39,6,0,6
93C  ,2023,40,5,0,5
93C  ,2024,49,6,0,6
Total,2008,197659,37907,37991,75898
Total,2009,199583,32835,31297,64132
Total,2010,193100,32662,30130,62792
Total,2011,192468,35352,30776,66128
Total,2012,194008,39188,31847,71035
Total,2013,200629,41235,32065,73300
Total,2014,189394,28908,25013,53921
Total,2015,193742,32360,24374,56734
Total,2016,214313,39391,24196,63587
Total,2017,209221,35937,24945,60882
Total,2018,205594,33919,25013,58932
Total,2019,186533,31634,20624,52258
Total,2020,189248,32186,21419,53605
Total,2021,185651,32017,19713,51730
Total,2022,178708,35279,20023,55302
Total,2023,180432,33408,18261,51669
Total,2024,181512,35259,18522,53781
